Financing scheme,Function,Measure,LOCATION,Country,Year,Value
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2011,5.519
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2012,5.665
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2013,5.809
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2014,5.553
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2015,5.723
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2016,5.553
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2017,5.458
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2018,5.383
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2019,5.448
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2020,6.222
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2021,6.079
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MEX,Mexico,2022,5.483
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2000,7.804
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2001,7.876
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2002,8.021
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2003,8.099
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2004,7.94
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2005,7.996
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2006,7.823
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2007,7.511
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2008,7.855
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2009,8.541
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2010,8.565
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2011,8.536
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2012,8.715
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2013,8.74
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2014,8.502
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2015,8.517
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2016,8.478
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2017,8.185
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2018,8.277
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2019,8.499
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2020,9.433
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2021,9.478
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVN,Slovenia,2022,8.847
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2000,5.303
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2001,5.332
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2002,5.509
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2003,5.448
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2004,6.469
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2005,6.589
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2006,6.851
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2007,7.177
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2008,6.956
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2009,7.948
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2010,7.666
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2011,7.299
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2012,7.536
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2013,7.495
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2014,6.884
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2015,6.762
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2016,6.973
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2017,6.757
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2018,6.666
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2019,6.92
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2020,7.127
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2021,7.751
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,SVK,Slovak Republic,2022,7.753
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2000,8.601
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2001,8.628
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2002,8.786
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2003,9.124
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2004,9.533
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2005,9.653
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2006,9.354
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2007,9.252
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2008,9.583
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2009,10.131
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2010,10.033
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2011,9.731
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2012,9.654
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2013,9.405
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2014,9.343
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2015,9.316
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2016,9.394
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2017,9.306
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2018,9.413
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2019,9.514
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2020,10.548
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2021,11.137
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PRT,Portugal,2022,10.624
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2000,4.6
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2001,4.888
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2002,5.062
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2003,5.014
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2004,4.91
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2005,4.894
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2006,5.146
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2007,5.238
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2008,5.218
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2009,5.494
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2010,5.021
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2011,4.653
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2012,4.444
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2013,4.371
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2014,4.325
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2015,4.117
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2016,4.285
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2017,4.18
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2018,4.124
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2019,4.366
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2020,4.617
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2021,4.565
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,TUR,Türkiye,2022,4.276
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2000,3.855
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2001,4.297
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2002,4.014
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2003,4.283
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2004,4.267
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2005,4.548
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2006,4.849
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2007,4.955
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2008,5.246
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2009,5.659
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2010,5.82
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2011,5.915
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2012,6.033
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2013,6.151
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2014,6.404
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2015,6.589
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2016,6.87
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2017,7.047
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2018,7.491
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2019,8.175
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2020,8.35
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2021,9.331
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,KOR,Korea,2022,9.72
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2000,7.703
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2001,8.01
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2002,8.983
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2003,9.194
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2004,8.796
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2005,8.299
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2006,7.882
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2007,8.017
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2008,7.915
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2009,9.033
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2010,8.858
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2011,8.735
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2012,8.722
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2013,8.874
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2014,9.283
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2015,10.07
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2016,10.53
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2017,10.23
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2018,9.96
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2019,10.438
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2020,11.249
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2021,9.919
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NOR,Norway,2022,7.92
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2000,12.49
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2001,13.168
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2002,13.995
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2003,14.506
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2004,14.551
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2005,14.579
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2006,14.709
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2007,14.918
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2008,15.207
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2009,16.201
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2010,16.197
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2011,16.14
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2012,16.12
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2013,15.992
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2014,16.199
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2015,16.491
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2016,16.802
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2017,16.768
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2018,16.63
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2019,16.666
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2020,18.756
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2021,17.363
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,USA,United States,2022,16.634
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2000,5.701
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2001,5.863
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2002,6.177
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2003,6.524
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2004,6.351
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2005,6.341
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2006,6.164
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2007,5.986
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2008,6.33
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2009,7.249
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2010,7.586
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2011,7.558
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2012,7.624
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2013,7.521
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2014,7.612
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2015,7.369
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2016,7.446
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2017,7.381
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2018,7.47
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2019,7.603
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2020,9.214
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2021,9.489
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CZE,Czechia,2022,9.088
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2000,7
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2001,7.097
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2002,7.208
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2003,7.25
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2004,6.91
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2005,6.624
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2006,6.072
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2007,6.213
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2008,6.74
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2009,7.858
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2010,6.82
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2011,6.799
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2012,7.02
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2013,7.476
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2014,7.842
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2015,8.351
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2016,8.558
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2017,9.091
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2018,9.226
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2019,9.363
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2020,9.727
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2021,9.343
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHL,Chile,2022,9.002
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2000,7.035
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2001,7.239
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2002,7.352
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2003,7.487
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2004,7.535
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2005,7.658
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2006,7.687
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2007,7.779
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2008,8.089
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2009,8.959
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2010,9.063
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2011,10.488
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2012,10.672
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2013,10.674
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2014,10.729
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2015,10.75
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2016,10.659
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2017,10.656
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2018,10.74
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2019,10.97
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2020,11.005
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2021,11.299
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,JPN,Japan,2022,11.507
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2003,5.633
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2004,5.402
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2005,5.406
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2006,5.437
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2007,5.323
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2008,6.022
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2009,6.469
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2010,6.501
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2011,6.431
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2012,6.536
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2013,6.928
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2014,6.931
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2015,6.794
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2016,6.653
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2017,6.622
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2018,6.826
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2019,7.066
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2020,8.408
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CYP,Cyprus,2021,9.428
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2003,7.904
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2004,8.046
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2005,8.674
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2006,8.817
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2007,8.168
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2008,7.867
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2009,7.924
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2010,7.949
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2011,8.45
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2012,8.758
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2013,9.172
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2014,9.085
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2015,8.898
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2016,8.966
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2017,8.731
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2018,8.567
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2019,9.148
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,MLT,Malta,2020,10.747
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2003,7.2
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2004,6.891
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2005,6.89
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2006,6.525
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2007,6.157
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2008,6.283
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2009,6.596
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2010,7.096
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2011,7.103
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2012,7.539
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2013,7.143
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2014,7.683
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2015,7.391
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2016,7.457
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2017,7.492
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2018,7.329
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2019,7.089
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2020,8.478
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BGR,Bulgaria,2021,8.556
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2000,7.47
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2001,7.579
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2002,7.9
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2003,7.722
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2004,7.901
